customer_id,gender,age,annual_income,spending_score
1,1,-1.4245687900521393,-1.7389991930659485,-0.43480147996914814
2,1,-1.2810354107017978,-1.7389991930659485,1.195704069915157
3,0,-1.3528021003769686,-1.7008297638941763,-1.7159129834496736
4,0,-1.1375020313514563,-1.7008297638941763,1.0404178270690327
5,0,-0.5633685139500905,-1.6626603347224038,-0.3959799192576171
6,0,-1.209268721026627,-1.6626603347224038,1.0015962663575015
7,0,-0.2763017552494075,-1.6244909055506316,-1.7159129834496736
8,0,-1.1375020313514563,-1.6244909055506316,1.700384359165061
9,1,1.804932245330544,-1.5863214763788591,-1.832377665584267
10,0,-0.6351352036252612,-1.5863214763788591,0.8463100235113773
11,1,2.0202323143560563,-1.5863214763788591,-1.405340497757425
12,0,-0.2763017552494075,-1.5863214763788591,1.8944921627227165
13,0,1.3743321072795196,-1.5481520472070869,-1.3665189370458939
14,0,-1.0657353416762856,-1.5481520472070869,1.0404178270690327
15,1,-0.13276837589906598,-1.5481520472070869,-1.444162058468956
16,1,-1.209268721026627,-1.5481520472070869,1.118060948492095
17,0,-0.2763017552494075,-1.5099826180353144,-0.5900877228152724
18,1,-1.3528021003769686,-1.5099826180353144,0.6133806592421909
19,1,0.9437319692284951,-1.4336437596917697,-0.823017087084459
20,0,-0.2763017552494075,-1.4336437596917697,1.8556706020111853
21,1,-0.2763017552494075,-1.3954743305199975,-0.5900877228152724
22,1,-0.9939686520011148,-1.3954743305199975,0.8851315842229084
23,0,0.5131318311774707,-1.357304901348225,-1.7547345441612048
24,1,-0.5633685139500905,-1.357304901348225,0.8851315842229084
25,0,1.0872653485788366,-1.2427966138329078,-1.405340497757425
26,1,-0.706901893300432,-1.2427966138329078,1.234525630626688
27,0,0.44136514150229994,-1.2427966138329078,-0.7065524049498657
28,1,-0.2763017552494075,-1.2427966138329078,0.4192728556845355
29,0,0.08253169312644625,-1.2046271846611356,-0.7453739656613968
30,0,-1.1375020313514563,-1.2046271846611356,1.4286334341843434
31,1,1.517865486629861,-1.1664577554893631,-1.7935561048727358
32,0,-1.2810354107017978,-1.1664577554893631,0.8851315842229084
33,1,1.0154986589036659,-1.0519494679740462,-1.7935561048727358
34,1,-1.49633547972731,-1.0519494679740462,1.622741237741999
35,0,0.728431900202983,-1.0519494679740462,-1.405340497757425
36,0,-1.2810354107017978,-1.0519494679740462,1.195704069915157
37,0,0.22606507247678773,-1.0137800388022737,-1.288875815622832
38,0,-0.6351352036252612,-1.0137800388022737,0.8851315842229084
39,0,-0.20453506557423673,-0.8992717512869568,-0.9394817692190521
40,0,-1.3528021003769686,-0.8992717512869568,0.9627747056459706
41,0,1.8766989350057148,-0.8611023221151844,-0.5900877228152724
42,1,-1.0657353416762856,-0.8611023221151844,1.622741237741999
43,1,0.6566652105278122,-0.8229328929434121,-0.5512661621037414
44,0,-0.5633685139500905,-0.8229328929434121,0.4192728556845355
45,0,0.728431900202983,-0.8229328929434121,-0.86183864779599
46,0,-1.0657353416762856,-0.8229328929434121,0.5745590985306598
47,0,0.8001985898781537,-0.7847634637716397,0.18634349141534906
48,0,-0.8504352726507735,-0.7847634637716397,-0.12422899427689955
49,0,-0.706901893300432,-0.7847634637716397,-0.31833679783455493
50,0,-0.5633685139500905,-0.7847634637716397,-0.31833679783455493
51,0,0.728431900202983,-0.7084246054280949,0.06987880928075582
52,1,-0.41983513459974897,-0.7084246054280949,0.38045129497300445
53,0,-0.5633685139500905,-0.6702551762563226,0.14752193070381797
54,1,1.4460987969546903,-0.6702551762563226,0.38045129497300445
55,0,0.8001985898781537,-0.6702551762563226,-0.20187211569996172
56,1,0.5848985208526415,-0.6702551762563226,-0.357158358546086
57,0,0.8719652795533244,-0.6320857470845502,-0.007764312142306325
58,1,2.163765693706398,-0.6320857470845502,-0.16305055498843063
59,0,-0.8504352726507735,-0.5557468887410055,0.03105724856922475
60,1,1.0154986589036659,-0.5557468887410055,-0.16305055498843063
61,1,2.2355323833815683,-0.5557468887410055,0.22516505212688012
62,1,-1.4245687900521393,-0.5557468887410055,0.18634349141534906
63,0,2.0202323143560563,-0.5175774595692332,0.06987880928075582
64,0,1.0872653485788366,-0.5175774595692332,0.34162973426147336
65,1,1.7331655556553733,-0.4794080303974609,0.03105724856922475
66,1,-1.49633547972731,-0.4794080303974609,0.34162973426147336
67,0,0.2978317621519585,-0.4794080303974609,-0.007764312142306325
68,0,2.091999004031227,-0.4794080303974609,-0.08540743356536848
69,1,-1.4245687900521393,-0.4794080303974609,0.34162973426147336
70,0,-0.49160182427491966,-0.4794080303974609,-0.12422899427689955
71,1,2.2355323833815683,-0.44123860122568853,0.18634349141534906
72,0,0.5848985208526415,-0.44123860122568853,-0.31833679783455493
73,0,1.517865486629861,-0.4030691720539161,-0.046585872853837404
74,0,1.517865486629861,-0.4030691720539161,0.22516505212688012
75,1,1.4460987969546903,-0.2503914553668267,-0.12422899427689955
76,1,-0.9222019623259441,-0.2503914553668267,0.14752193070381797
77,0,0.44136514150229994,-0.2503914553668267,0.1087003699922869
78,1,0.08253169312644625,-0.2503914553668267,-0.08540743356536848
79,0,-1.1375020313514563,-0.2503914553668267,0.06987880928075582
80,0,0.728431900202983,-0.2503914553668267,-0.31833679783455493
81,1,1.3025654176043489,-0.2503914553668267,0.03105724856922475
82,1,-0.061001686223895235,-0.2503914553668267,0.18634349141534906
83,1,2.0202323143560563,-0.2503914553668267,-0.357158358546086
84,0,0.5131318311774707,-0.2503914553668267,-0.24069367641149278
85,0,-1.2810354107017978,-0.2503914553668267,0.2639866128384112
86,1,0.6566652105278122,-0.2503914553668267,-0.16305055498843063
87,0,1.1590320382540074,-0.13588316785150967,0.30280817354994227
88,0,-1.209268721026627,-0.13588316785150967,0.18634349141534906
89,0,-0.3480684449245782,-0.09771373867973732,0.38045129497300445
90,0,0.8001985898781537,-0.09771373867973732,-0.16305055498843063
91,0,2.091999004031227,-0.05954430950796496,0.18634349141534906
92,1,-1.49633547972731,-0.05954430950796496,-0.357158358546086
93,1,0.6566652105278122,-0.021374880336192604,-0.046585872853837404
94,0,0.08253169312644625,-0.021374880336192604,-0.3959799192576171
95,0,-0.49160182427491966,-0.021374880336192604,-0.31833679783455493
96,1,-1.0657353416762856,-0.021374880336192604,0.06987880928075582
97,0,0.5848985208526415,-0.021374880336192604,-0.12422899427689955
98,0,-0.8504352726507735,-0.021374880336192604,-0.007764312142306325
99,1,0.6566652105278122,0.01679454883557975,-0.31833679783455493
100,1,-1.3528021003769686,0.01679454883557975,-0.046585872853837404
101,0,-1.1375020313514563,0.0549639780073521,-0.357158358546086
102,0,0.728431900202983,0.0549639780073521,-0.08540743356536848
103,1,2.0202323143560563,0.0549639780073521,0.34162973426147336
104,1,-0.9222019623259441,0.0549639780073521,0.18634349141534906
105,1,0.728431900202983,0.0549639780073521,0.22516505212688012
106,0,-1.2810354107017978,0.0549639780073521,-0.31833679783455493
107,0,1.9484656246808856,0.09313340717912445,-0.007764312142306325
108,1,1.0872653485788366,0.09313340717912445,-0.16305055498843063
109,1,2.091999004031227,0.09313340717912445,-0.27951523712302384
110,1,1.9484656246808856,0.09313340717912445,-0.08540743356536848
111,1,1.8766989350057148,0.09313340717912445,0.06987880928075582
112,0,-1.4245687900521393,0.09313340717912445,0.14752193070381797
113,0,-0.061001686223895235,0.13130283635089682,-0.31833679783455493
114,1,-1.4245687900521393,0.13130283635089682,-0.16305055498843063
115,0,-1.49633547972731,0.16947226552266917,-0.08540743356536848
116,0,-1.4245687900521393,0.16947226552266917,-0.007764312142306325
117,0,1.7331655556553733,0.16947226552266917,-0.27951523712302384
118,0,0.728431900202983,0.16947226552266917,0.34162973426147336
119,0,0.8719652795533244,0.24581112386621387,-0.27951523712302384
120,0,0.8001985898781537,0.24581112386621387,0.2639866128384112
121,1,-0.8504352726507735,0.24581112386621387,0.22516505212688012
122,0,-0.061001686223895235,0.24581112386621387,-0.3959799192576171
123,0,0.08253169312644625,0.3221499822097586,0.30280817354994227
124,1,0.010765003451275509,0.3221499822097586,1.5839196770304678
125,0,-1.1375020313514563,0.36031941138153095,-0.823017087084459
126,0,-0.5633685139500905,0.36031941138153095,1.0404178270690327
127,1,0.2978317621519585,0.3984888405533033,-0.5900877228152724
128,1,0.08253169312644625,0.3984888405533033,1.7392059198765921
129,1,1.4460987969546903,0.3984888405533033,-1.5218051798920182
130,1,-0.061001686223895235,0.3984888405533033,0.9627747056459706
131,1,0.5848985208526415,0.3984888405533033,-1.5994483013150804
132,1,0.010765003451275509,0.3984888405533033,0.9627747056459706
133,0,-0.9939686520011148,0.43665826972507565,-0.6289092835268035
134,0,-0.5633685139500905,0.43665826972507565,0.8074884627998463
135,1,-1.3528021003769686,0.474827698896848,-1.7547345441612048
136,0,-0.706901893300432,0.474827698896848,1.4674549948958746
137,0,0.36959845182712925,0.474827698896848,-1.6770914227381426
138,1,-0.49160182427491966,0.474827698896848,0.8851315842229084
139,1,-1.4245687900521393,0.5129971280686204,-1.5606267406035494
140,0,-0.2763017552494075,0.5129971280686204,0.8463100235113773
141,0,1.3025654176043489,0.5511665572403928,-1.7547345441612048
142,1,-0.49160182427491966,0.5511665572403928,1.66156279845353
143,0,-0.7786685829756027,0.5893359864121651,-0.3959799192576171
144,0,-0.49160182427491966,0.5893359864121651,1.4286334341843434
145,1,-0.9939686520011148,0.6275054155839375,-1.4829836191804873
146,1,-0.7786685829756027,0.6275054155839375,1.8168490412996543
147,1,0.6566652105278122,0.6275054155839375,-0.5512661621037414
148,0,-0.49160182427491966,0.6275054155839375,0.9239531449344395
149,0,-0.3480684449245782,0.6656748447557098,-1.0947680120651764
150,1,-0.3480684449245782,0.6656748447557098,1.5450981163189368
151,1,0.2978317621519585,0.6656748447557098,-1.288875815622832
152,1,0.010765003451275509,0.6656748447557098,1.4674549948958746
153,0,0.36959845182712925,0.6656748447557098,-1.1724111334882386
154,0,-0.061001686223895235,0.6656748447557098,1.0015962663575015
155,0,0.5848985208526415,0.6656748447557098,-1.327697376334363
156,0,-0.8504352726507735,0.6656748447557098,1.5062765556074056
157,1,-0.13276837589906598,0.6656748447557098,-1.9100207870073291
158,0,-0.6351352036252612,0.6656748447557098,1.0792393877805637
159,1,-0.3480684449245782,0.6656748447557098,-1.9100207870073291
160,0,-0.6351352036252612,0.6656748447557098,0.8851315842229084
161,0,1.230798727929178,0.7038442739274822,-0.5900877228152724
162,0,-0.706901893300432,0.7038442739274822,1.2733471913382193
